RUTA,FECHA,DIA SEMANA,HORA PREVIA,PARADA,ORIENTACION,HORA CAMION
3,08-04-2020,2,07:41:00,57,0,08:01:00
1,17-04-2021,5,10:48:00,94,0,11:08:00
3,23-07-2021,4,21:42:00,49,1,22:02:00
1,02-09-2021,3,06:03:00,81,1,06:23:00
2,02-11-2022,2,06:23:00,48,0,07:03:00
3,27-04-2020,0,11:57:00,37,1,12:17:00
2,28-08-2021,5,09:51:00,3,1,10:31:00
3,10-09-2020,3,11:27:00,15,1,11:47:00
2,07-04-2022,3,12:59:00,98,1,13:39:00
2,13-03-2022,6,10:21:00,46,0,11:01:00
2,31-03-2022,3,18:52:00,33,0,19:32:00
1,30-03-2020,0,09:10:00,116,1,09:30:00
3,14-01-2022,4,20:14:00,48,0,20:34:00
1,08-10-2020,3,07:57:00,130,1,08:17:00
2,28-12-2020,0,17:04:00,105,1,17:44:00
1,25-04-2022,0,07:19:00,126,0,07:39:00
3,15-07-2020,2,14:25:00,56,1,14:45:00
2,27-12-2021,0,09:33:00,35,0,10:13:00
1,05-08-2022,4,08:27:00,14,1,08:47:00
2,17-03-2022,3,15:32:00,87,1,16:12:00
2,30-12-2021,3,11:35:00,92,0,12:15:00
1,13-07-2022,2,16:21:00,6,0,16:41:00
1,02-01-2020,3,08:53:00,18,1,09:13:00
3,29-07-2020,2,21:00:00,43,1,21:20:00
1,29-07-2020,2,17:45:00,90,0,18:05:00
1,18-04-2020,5,09:13:00,18,1,09:33:00
1,08-04-2021,3,11:40:00,129,0,12:00:00
2,15-09-2021,2,19:22:00,71,0,20:02:00
1,07-06-2020,6,09:03:00,81,1,09:23:00
3,23-09-2020,2,13:35:00,50,0,13:55:00
2,05-05-2021,2,14:39:00,17,1,15:19:00
2,21-01-2022,4,10:20:00,100,0,11:00:00
1,21-01-2020,1,14:01:00,5,0,14:21:00
2,02-02-2020,6,11:54:00,7,0,12:34:00
2,07-09-2022,2,10:41:00,22,0,11:21:00
1,13-05-2021,3,10:58:00,80,0,11:18:00
1,28-06-2022,1,19:15:00,27,0,19:35:00
2,14-04-2020,1,11:36:00,94,0,12:16:00
3,03-03-2022,3,15:46:00,13,1,16:06:00
3,22-04-2022,4,15:04:00,95,0,15:24:00
2,17-06-2021,3,12:21:00,46,0,13:01:00
3,10-05-2022,1,20:37:00,74,1,20:57:00
3,17-03-2020,1,21:38:00,40,1,21:58:00
3,20-02-2020,3,21:07:00,15,0,21:27:00
1,16-10-2022,6,05:40:00,1,1,06:00:00
2,22-11-2020,6,06:01:00,70,0,06:41:00
1,09-06-2020,1,22:13:00,98,0,22:33:00
3,19-04-2022,1,05:46:00,67,0,06:06:00
2,02-08-2020,6,19:38:00,96,0,20:18:00
1,09-02-2020,6,13:53:00,73,0,14:13:00
2,02-05-2020,5,06:00:00,18,1,06:40:00
2,09-05-2022,0,19:44:00,49,0,05:44:00
2,14-07-2021,2,12:45:00,77,0,13:25:00
2,20-05-2021,3,12:21:00,46,1,13:01:00
3,09-02-2022,2,10:43:00,85,1,11:03:00
3,19-03-2021,4,05:50:00,22,1,06:10:00
2,21-10-2021,3,07:37:00,95,1,08:17:00
2,13-04-2020,0,05:10:00,1,1,05:50:00
2,18-04-2020,5,06:02:00,71,1,06:42:00
2,23-10-2021,5,05:32:00,32,1,06:12:00
2,17-06-2021,3,12:21:00,101,1,13:01:00
2,13-07-2021,1,16:13:00,91,0,16:53:00
2,10-01-2021,6,16:32:00,58,0,17:12:00
1,19-12-2021,6,06:10:00,116,1,06:30:00
3,06-11-2022,6,21:19:00,78,1,21:39:00
1,04-01-2020,5,08:14:00,72,1,08:34:00
2,24-09-2021,4,17:03:00,104,0,17:43:00
1,02-11-2022,2,06:50:00,96,0,07:10:00
2,08-03-2021,0,06:45:00,76,1,07:25:00
3,12-12-2020,5,14:21:00,3,1,14:41:00
1,07-02-2021,6,05:13:00,39,1,05:33:00
2,16-05-2021,6,19:19:00,16,0,05:19:00
2,30-05-2022,0,06:41:00,21,0,07:21:00
1,18-09-2022,6,11:59:00,124,0,12:19:00
3,15-12-2020,1,07:59:00,42,1,08:19:00
3,08-12-2021,2,08:49:00,41,0,09:09:00
1,22-12-2022,3,08:04:00,83,1,08:24:00
3,28-11-2020,5,17:41:00,4,0,18:01:00
1,15-06-2022,2,13:10:00,20,0,13:30:00
2,06-08-2022,5,07:01:00,46,0,07:41:00
2,06-09-2022,1,11:15:00,9,1,11:55:00
2,22-01-2020,2,16:47:00,80,0,17:27:00
1,04-03-2022,4,05:07:00,16,0,05:27:00
3,07-06-2021,0,17:25:00,58,1,17:45:00
1,14-08-2020,4,06:49:00,95,0,07:09:00
2,16-12-2022,4,11:37:00,40,0,12:17:00
1,14-05-2021,4,06:00:00,3,0,06:20:00
3,09-12-2022,4,21:24:00,88,1,21:44:00
1,14-01-2021,3,17:16:00,119,0,17:36:00
3,23-03-2020,0,15:03:00,94,0,15:23:00
3,21-05-2021,4,20:45:00,12,1,21:05:00
1,02-01-2022,6,05:15:00,51,0,05:35:00
2,23-07-2021,4,09:21:00,20,1,10:01:00
2,05-03-2020,3,11:56:00,11,1,12:36:00
3,22-10-2022,5,12:50:00,22,1,13:10:00
3,10-02-2021,2,17:41:00,92,0,18:01:00
3,26-08-2022,4,05:48:00,17,0,06:08:00
1,31-05-2021,0,09:27:00,61,1,09:47:00
2,12-05-2021,2,13:24:00,75,1,14:04:00
3,12-10-2021,1,08:27:00,15,0,08:47:00
3,01-09-2022,3,10:34:00,28,1,10:54:00
3,17-08-2021,1,13:43:00,9,1,14:03:00
3,28-10-2022,4,05:45:00,37,0,06:05:00
3,26-05-2020,1,11:21:00,4,0,11:41:00
1,16-02-2021,1,07:42:00,8,0,08:02:00
1,09-09-2022,4,19:57:00,78,0,20:17:00
3,15-04-2020,2,08:23:00,10,0,08:43:00
1,11-02-2021,3,08:44:00,9,1,09:04:00
3,04-06-2022,5,06:58:00,87,0,07:18:00
1,01-03-2020,6,19:42:00,38,0,20:02:00
2,07-07-2022,3,19:40:00,99,0,20:20:00
3,27-03-2021,5,17:10:00,65,1,17:30:00
1,09-07-2022,5,09:20:00,78,1,09:40:00
2,14-06-2020,6,12:49:00,83,0,13:29:00
3,03-03-2022,3,15:38:00,38,1,15:58:00
3,11-01-2023,2,17:36:00,34,1,17:56:00
2,21-10-2021,3,05:37:00,40,1,06:17:00
1,07-01-2022,4,09:05:00,85,1,09:25:00
2,14-07-2022,3,15:22:00,71,0,16:02:00
3,17-11-2020,1,11:10:00,43,0,11:30:00
2,16-01-2023,0,05:48:00,54,1,06:28:00
3,27-10-2022,3,09:03:00,94,0,09:23:00
2,20-11-2022,6,15:19:00,68,0,15:59:00
1,16-09-2020,2,06:21:00,57,0,06:41:00
1,09-12-2020,2,10:00:00,2,0,10:20:00
2,22-03-2022,1,15:18:00,14,0,15:58:00
1,13-04-2022,2,11:24:00,39,0,11:44:00
2,03-02-2021,2,13:42:00,103,1,14:22:00
1,04-05-2020,0,07:35:00,42,1,07:55:00
1,10-06-2020,2,05:29:00,15,1,05:49:00
3,22-03-2021,0,11:26:00,14,1,11:46:00
3,11-07-2021,6,12:14:00,70,1,12:34:00
2,11-02-2021,3,06:23:00,48,1,07:03:00
3,07-03-2020,5,22:09:00,42,0,22:29:00
1,24-08-2020,0,07:42:00,108,0,08:02:00
3,10-02-2021,2,09:13:00,69,1,09:33:00
1,18-04-2022,0,13:22:00,7,0,13:42:00
2,04-12-2020,4,15:30:00,84,1,16:10:00
1,20-12-2021,0,09:58:00,132,1,10:18:00
1,25-01-2022,1,08:07:00,33,1,08:27:00
3,23-04-2020,3,07:14:00,28,1,07:34:00
2,19-12-2021,6,06:14:00,36,1,06:54:00
1,20-12-2020,6,08:01:00,27,1,08:21:00
3,02-02-2021,1,14:26:00,38,0,14:46:00
2,18-06-2020,3,19:44:00,50,1,05:44:00
3,21-09-2020,0,08:25:00,57,1,08:45:00
1,20-12-2020,6,08:27:00,14,1,08:47:00
2,08-02-2021,0,08:11:00,30,1,08:51:00
2,19-02-2021,4,16:19:00,43,0,16:59:00
1,28-01-2022,4,07:46:00,112,1,08:06:00
2,04-12-2020,4,15:38:00,96,0,16:18:00
1,24-09-2020,3,05:43:00,88,0,06:03:00
3,27-12-2022,1,07:24:00,52,1,07:44:00
3,05-04-2021,0,16:01:00,5,1,16:21:00
2,16-01-2020,3,14:34:00,61,1,15:14:00
2,30-11-2022,2,08:16:00,94,1,08:56:00
2,10-12-2022,5,16:10:00,84,1,16:50:00
1,31-01-2020,4,20:20:00,130,0,20:40:00
1,08-04-2022,4,06:25:00,85,1,06:45:00
1,27-01-2023,4,08:15:00,28,0,08:35:00
3,21-02-2022,0,08:41:00,81,1,09:01:00
3,24-08-2021,1,15:06:00,14,0,15:26:00
2,15-12-2020,1,15:18:00,14,0,15:58:00
3,10-12-2021,4,15:51:00,45,0,16:11:00
2,16-11-2020,0,15:32:00,87,0,16:12:00
1,22-09-2020,1,19:08:00,65,0,19:28:00
2,28-05-2020,3,12:50:00,85,1,13:30:00
3,31-03-2022,3,06:52:00,25,1,07:12:00
3,12-02-2020,2,05:39:00,55,0,05:59:00
1,15-09-2021,2,06:40:00,50,1,07:00:00
3,07-05-2022,5,08:45:00,56,1,09:05:00
1,08-06-2020,0,09:41:00,131,0,10:01:00
3,24-05-2021,0,10:23:00,9,0,10:43:00
3,01-12-2021,2,05:18:00,28,0,05:38:00
2,16-01-2021,5,19:40:00,100,1,20:20:00
2,16-03-2022,2,13:15:00,63,0,13:55:00
3,07-06-2022,1,08:01:00,91,0,08:21:00
2,15-07-2020,2,17:57:00,65,1,18:37:00
2,16-08-2022,1,15:18:00,66,1,15:58:00
2,30-01-2022,6,09:44:00,105,0,10:24:00
2,30-03-2022,2,19:03:00,48,1,19:43:00
2,13-06-2022,0,09:53:00,60,1,10:33:00
1,13-12-2020,6,07:48:00,64,1,08:08:00
1,11-06-2021,4,17:12:00,23,0,17:32:00
3,10-01-2022,0,16:56:00,52,0,17:16:00
3,05-08-2022,4,08:04:00,88,1,08:24:00
2,07-07-2021,2,19:18:00,66,1,19:58:00
1,27-02-2021,5,12:01:00,57,0,12:21:00
1,15-04-2021,3,05:35:00,42,1,05:55:00
3,24-01-2020,4,19:57:00,74,1,20:17:00
3,30-07-2022,5,18:05:00,98,0,18:25:00
3,15-05-2020,4,07:51:00,45,0,08:11:00
2,11-02-2020,1,14:41:00,20,1,15:21:00
1,13-07-2021,1,06:18:00,33,0,06:38:00
3,01-05-2020,4,17:57:00,84,0,18:17:00
3,08-04-2021,3,22:03:00,84,1,22:23:00
2,10-08-2020,0,13:31:00,30,1,14:11:00
3,08-09-2022,3,05:48:00,16,1,06:08:00
2,27-03-2020,4,16:31:00,57,1,17:11:00
1,01-02-2022,1,06:59:00,77,1,07:19:00
3,03-03-2020,1,14:46:00,14,1,15:06:00
2,20-09-2022,1,18:55:00,37,0,19:35:00
1,07-09-2021,1,07:55:00,42,1,08:15:00
1,05-01-2023,3,09:52:00,23,0,10:12:00
1,14-12-2022,2,10:00:00,34,0,10:20:00
1,08-03-2020,6,06:20:00,78,1,06:40:00
2,29-04-2022,4,13:31:00,31,0,14:11:00
2,26-06-2021,5,11:22:00,23,1,12:02:00
2,08-11-2022,1,05:59:00,17,0,06:39:00
2,18-06-2021,4,19:44:00,105,0,20:24:00
2,09-10-2021,5,08:55:00,92,0,09:35:00
1,05-02-2020,2,08:16:00,45,1,08:36:00
3,10-11-2022,3,22:57:00,84,0,23:17:00
2,24-03-2021,2,07:38:00,96,0,08:18:00
3,04-07-2021,6,14:06:00,14,1,14:26:00
1,24-04-2022,6,09:37:00,129,1,09:57:00
3,06-03-2021,5,21:40:00,1,1,22:00:00
3,29-11-2022,1,18:59:00,42,1,19:19:00
1,27-08-2022,5,11:09:00,113,0,11:29:00
1,15-10-2020,3,08:20:00,3,1,08:40:00
1,21-11-2022,0,17:45:00,90,0,18:05:00
3,06-08-2021,4,21:28:00,18,1,21:48:00
2,04-05-2021,1,16:46:00,79,1,17:26:00
3,03-09-2020,3,22:22:00,6,0,22:42:00
1,16-05-2021,6,05:46:00,59,1,06:06:00
2,16-01-2022,6,08:06:00,28,0,08:46:00
2,18-10-2022,1,14:38:00,67,1,15:18:00
1,14-12-2021,1,09:41:00,132,0,10:01:00
2,13-10-2020,1,10:53:00,34,0,11:33:00
2,15-02-2020,5,17:38:00,97,1,18:18:00
1,27-03-2021,5,07:06:00,60,1,07:26:00
2,27-09-2020,6,13:25:00,76,0,14:05:00
1,07-08-2022,6,09:16:00,127,1,09:36:00
2,29-03-2020,6,05:54:00,62,0,06:34:00
3,04-11-2022,4,07:34:00,70,1,07:54:00
3,06-10-2020,1,16:59:00,88,0,17:19:00
2,10-05-2020,6,10:06:00,78,0,10:46:00
1,29-11-2020,6,10:20:00,78,1,05:40:00
3,30-11-2021,1,19:48:00,62,1,20:08:00
1,19-10-2020,0,07:58:00,132,1,08:18:00
3,26-05-2020,1,23:06:00,38,0,23:26:00
2,19-03-2022,5,19:12:00,59,1,19:52:00
1,19-01-2021,1,07:31:00,37,1,07:51:00
2,07-03-2020,5,13:02:00,102,0,13:42:00
1,14-06-2021,0,08:10:00,67,1,08:30:00
1,17-04-2021,5,13:41:00,132,0,14:01:00
3,23-06-2021,2,15:32:00,46,0,15:52:00
1,10-06-2022,4,17:39:00,125,0,17:59:00
2,09-02-2020,6,05:21:00,21,0,06:01:00
3,18-07-2021,6,19:26:00,99,0,19:46:00
3,20-12-2020,6,07:57:00,74,1,08:17:00
1,20-06-2022,0,05:51:00,69,1,06:11:00
1,07-06-2022,1,07:33:00,73,0,07:53:00
2,15-05-2022,6,12:57:00,40,0,13:37:00
1,23-12-2020,2,07:37:00,31,0,07:57:00
3,18-10-2020,6,22:23:00,62,0,22:43:00
1,29-09-2020,1,06:47:00,61,1,07:07:00
2,29-09-2021,2,18:11:00,31,0,18:51:00
2,27-01-2020,0,17:36:00,39,0,18:16:00
1,11-11-2021,3,06:56:00,74,1,07:16:00
2,14-11-2020,5,08:40:00,18,0,09:20:00
1,28-08-2021,5,13:00:00,106,0,13:20:00
2,09-11-2022,2,11:41:00,101,1,12:21:00
2,27-01-2023,4,18:37:00,65,0,19:17:00
3,26-05-2022,3,16:41:00,92,0,17:01:00
1,25-05-2021,1,16:43:00,60,0,17:03:00
3,04-12-2022,6,11:40:00,44,1,12:00:00
2,22-03-2020,6,11:33:00,89,1,12:13:00
3,26-02-2020,2,18:12:00,21,0,18:32:00
3,16-10-2020,4,06:28:00,70,0,06:48:00
3,16-12-2021,3,16:32:00,21,0,16:52:00
1,16-11-2022,2,13:51:00,115,0,14:11:00
3,08-12-2021,2,10:46:00,100,0,11:06:00
1,15-10-2022,5,08:00:00,78,1,08:20:00
3,12-05-2020,1,06:29:00,20,1,06:49:00
3,31-10-2021,6,14:42:00,35,0,15:02:00
2,13-06-2020,5,10:51:00,30,1,11:31:00
3,06-06-2021,6,14:46:00,14,0,15:06:00
2,26-08-2021,3,18:51:00,31,1,19:31:00
3,16-06-2021,2,05:22:00,7,0,05:42:00
3,23-06-2022,3,15:01:00,81,1,15:21:00
3,03-03-2020,1,07:27:00,61,1,07:47:00
3,28-09-2021,1,20:29:00,18,0,20:49:00
3,30-12-2021,3,14:04:00,11,0,14:24:00
2,29-01-2021,4,08:19:00,42,1,08:59:00
1,30-01-2021,5,06:41:00,5,1,07:01:00
3,07-05-2022,5,16:53:00,69,1,17:13:00
3,18-03-2021,3,19:05:00,65,0,19:25:00
1,23-08-2022,1,05:26:00,14,0,05:46:00
3,25-06-2021,4,15:35:00,82,0,15:55:00
1,24-12-2022,5,04:41:00,6,0,05:01:00
2,18-05-2022,2,12:42:00,71,1,13:22:00
3,05-03-2021,4,11:43:00,8,0,12:03:00
1,16-11-2022,2,13:18:00,33,0,13:38:00
3,29-07-2021,3,07:17:00,37,1,07:37:00
3,21-03-2020,5,15:51:00,76,0,16:11:00
1,27-10-2021,2,06:35:00,73,1,06:55:00
1,16-09-2022,4,11:09:00,68,0,11:29:00
3,02-02-2021,1,15:05:00,11,1,15:25:00
1,13-12-2021,0,07:48:00,114,1,08:08:00
2,11-08-2022,3,14:32:00,59,0,15:12:00
3,24-07-2022,6,20:01:00,92,0,20:21:00
3,26-04-2022,1,14:34:00,48,0,14:54:00
2,13-04-2020,0,13:12:00,4,0,13:52:00
2,02-10-2021,5,11:15:00,9,1,11:55:00
3,16-08-2021,0,12:25:00,13,0,12:45:00
3,08-04-2020,2,22:19:00,55,0,22:39:00
3,17-06-2021,3,13:27:00,61,1,13:47:00
1,18-12-2021,5,12:56:00,119,0,13:16:00
1,12-09-2022,0,12:53:00,73,0,13:13:00
3,19-04-2021,0,07:16:00,25,0,07:36:00
1,08-03-2020,6,14:00:00,56,0,14:20:00
2,10-11-2022,3,19:18:00,14,1,05:18:00
2,18-01-2022,1,09:01:00,101,1,09:41:00
2,28-05-2020,3,16:56:00,38,1,17:36:00
3,02-03-2022,2,12:31:00,23,1,12:51:00
2,21-05-2020,3,14:46:00,78,0,15:26:00
1,14-09-2021,1,06:00:00,34,0,06:20:00
1,18-01-2020,5,16:17:00,103,0,16:37:00
2,08-01-2020,2,16:18:00,96,0,16:58:00
3,16-02-2020,6,06:40:00,1,0,07:00:00
1,12-10-2022,2,14:16:00,102,0,14:36:00
2,24-11-2020,1,19:14:00,7,0,05:14:00
1,13-03-2022,6,10:52:00,47,0,11:12:00
2,09-01-2020,3,08:56:00,39,1,09:36:00
2,27-08-2022,5,08:13:00,89,1,08:53:00
1,25-03-2020,2,05:28:00,66,0,05:48:00
1,26-08-2020,2,09:06:00,13,1,09:26:00
2,24-11-2020,1,11:58:00,67,0,12:38:00
1,03-12-2022,5,08:22:00,6,1,08:42:00
1,30-05-2021,6,07:00:00,34,0,07:20:00
2,29-09-2022,3,10:58:00,41,1,11:38:00
2,08-10-2022,5,07:54:00,61,1,08:34:00
2,18-11-2022,4,13:16:00,12,0,13:56:00
3,21-03-2020,5,21:30:00,19,0,21:50:00
2,14-04-2022,3,11:18:00,14,1,11:58:00
1,09-11-2022,2,08:29:00,65,1,08:49:00
2,10-08-2021,1,12:44:00,75,0,13:24:00
3,25-04-2021,6,14:06:00,100,0,14:26:00
3,30-05-2021,6,08:36:00,83,0,08:56:00
3,28-05-2022,5,09:05:00,11,1,09:25:00
2,12-04-2022,1,19:53:00,60,0,05:53:00
1,26-10-2022,2,10:14:00,26,0,10:34:00
1,29-01-2020,2,06:08:00,112,0,06:28:00
2,09-11-2021,1,10:56:00,94,1,11:36:00
1,20-03-2021,5,19:28:00,67,0,19:48:00
2,03-12-2021,4,09:00:00,99,1,09:40:00
3,08-12-2022,3,05:35:00,31,1,05:55:00
2,09-10-2022,6,07:16:00,11,1,07:56:00
2,12-04-2021,0,11:56:00,12,0,12:36:00
3,22-01-2023,6,17:21:00,5,0,17:41:00
3,03-01-2022,0,22:07:00,69,0,22:27:00
3,03-11-2022,3,16:28:00,17,1,16:48:00
2,24-12-2020,3,09:35:00,92,0,10:15:00
2,09-03-2020,0,05:37:00,40,1,06:17:00
3,02-04-2022,5,08:23:00,51,1,08:43:00
1,28-08-2022,6,08:58:00,48,1,09:18:00
3,12-03-2020,3,17:22:00,82,1,17:42:00
1,06-04-2022,2,06:07:00,61,1,06:27:00
1,04-12-2022,6,18:08:00,43,0,18:28:00
3,17-01-2023,1,14:14:00,48,0,14:34:00
1,11-08-2020,1,08:25:00,62,0,08:45:00
2,19-08-2021,3,07:33:00,89,0,08:13:00
1,11-03-2021,3,06:07:00,88,1,06:27:00
3,16-12-2020,2,13:29:00,19,1,13:49:00
3,18-09-2020,4,15:36:00,26,0,15:56:00
2,06-05-2020,2,11:28:00,29,0,12:08:00
2,28-11-2020,5,13:42:00,47,1,14:22:00
3,02-11-2020,0,20:09:00,72,0,20:29:00
3,24-06-2021,3,09:03:00,9,0,09:23:00
2,23-10-2020,4,05:26:00,27,1,06:06:00
2,20-01-2023,4,11:00:00,44,1,11:40:00
3,10-05-2020,6,18:20:00,45,1,18:40:00
3,22-01-2022,5,05:20:00,1,1,05:40:00
1,15-08-2022,0,17:48:00,67,0,18:08:00
2,29-10-2021,4,14:20:00,44,1,15:00:00
1,27-01-2022,3,05:32:00,70,1,05:52:00
1,08-04-2022,4,05:10:00,45,0,05:30:00
1,01-06-2021,1,04:59:00,25,1,05:19:00
2,06-05-2020,2,13:47:00,53,0,14:27:00
3,02-12-2022,4,12:00:00,3,0,12:20:00
1,07-02-2020,4,08:03:00,29,1,08:23:00
2,29-11-2021,0,12:55:00,92,0,13:35:00
3,25-04-2021,6,19:45:00,11,1,20:05:00
2,22-03-2022,1,16:34:00,7,1,17:14:00
2,03-01-2022,0,19:14:00,61,1,19:54:00
2,16-11-2022,2,09:10:00,56,0,09:50:00
3,08-10-2022,5,12:00:00,1,1,12:20:00
1,21-07-2022,3,06:56:00,95,1,07:16:00
2,11-10-2022,1,19:31:00,31,1,05:31:00
3,23-11-2022,2,10:23:00,8,0,10:43:00
2,07-04-2021,2,07:11:00,57,0,07:51:00
1,25-10-2021,0,07:23:00,8,1,07:43:00
3,11-10-2020,6,16:01:00,57,0,16:21:00
2,24-12-2021,4,12:32:00,4,1,13:12:00
3,20-01-2023,4,07:44:00,10,1,08:04:00
2,11-01-2022,1,11:57:00,13,0,12:37:00
1,12-06-2020,4,16:15:00,101,0,16:35:00
1,13-09-2020,6,17:34:00,99,0,17:54:00
1,31-01-2021,6,18:39:00,125,0,18:59:00
2,09-02-2021,1,12:06:00,78,0,12:46:00
2,12-05-2022,3,06:15:00,92,0,06:55:00
1,12-05-2021,2,07:51:00,17,1,08:11:00
3,11-04-2021,6,14:57:00,36,1,15:17:00
3,18-06-2022,5,11:10:00,66,1,11:30:00
2,13-10-2022,3,07:55:00,63,1,08:35:00
1,15-02-2020,5,19:42:00,8,0,20:02:00
3,24-06-2022,4,18:38:00,87,0,18:58:00
2,23-05-2020,5,15:15:00,63,0,15:55:00
2,21-06-2022,1,16:38:00,15,1,17:18:00
2,05-11-2020,3,08:18:00,96,0,08:58:00
3,19-12-2021,6,11:56:00,72,1,12:16:00
3,29-11-2020,6,18:00:00,2,1,18:20:00
2,18-06-2022,5,08:02:00,71,1,08:42:00
1,22-11-2021,0,15:44:00,39,0,16:04:00
3,27-03-2020,4,20:41:00,4,1,21:01:00
1,26-12-2022,0,09:17:00,21,1,09:37:00
3,23-09-2020,2,19:03:00,84,1,19:23:00
1,31-07-2020,4,15:53:00,116,0,16:13:00
2,18-03-2022,4,08:15:00,93,0,08:55:00
2,07-10-2020,2,12:12:00,32,0,12:52:00
1,25-11-2022,4,12:22:00,7,0,12:42:00
2,21-11-2020,5,16:00:00,69,0,16:40:00
2,28-01-2021,3,15:14:00,61,1,15:54:00
2,02-11-2022,2,06:28:00,54,0,07:08:00
2,20-01-2020,0,10:11:00,31,0,10:51:00
1,26-07-2021,0,09:09:00,15,1,09:29:00
3,12-04-2020,6,14:52:00,46,0,15:12:00
3,22-01-2023,6,06:44:00,88,1,07:04:00
3,19-01-2022,2,18:05:00,57,1,18:25:00
1,28-12-2020,0,07:46:00,112,1,08:06:00
2,06-04-2022,2,19:33:00,90,1,20:13:00
1,30-04-2021,4,14:22:00,7,0,14:42:00
3,29-04-2022,4,17:40:00,89,0,18:00:00
1,03-08-2022,2,06:18:00,132,1,06:38:00
2,30-03-2020,0,07:16:00,10,0,07:56:00
1,05-12-2020,5,05:00:00,26,1,05:20:00
2,22-12-2022,3,12:53:00,91,0,13:33:00
1,14-04-2022,3,06:36:00,127,1,06:56:00
3,07-10-2022,4,18:14:00,70,1,18:34:00
3,29-05-2022,6,12:39:00,79,1,12:59:00
1,03-02-2021,2,08:48:00,34,1,09:08:00
2,30-03-2022,2,07:02:00,47,1,07:42:00
2,07-01-2020,1,14:56:00,94,1,15:36:00
3,17-02-2021,2,17:05:00,58,1,17:25:00
1,10-09-2022,5,07:11:00,97,0,07:31:00
3,09-02-2020,6,16:16:00,73,1,16:36:00
1,28-06-2021,0,10:41:00,132,0,11:01:00
2,24-05-2020,6,12:21:00,101,0,13:01:00
3,16-07-2021,4,22:57:00,53,0,23:17:00
1,30-03-2021,1,12:41:00,131,0,13:01:00
2,21-07-2021,2,17:26:00,78,1,18:06:00
2,01-01-2023,6,13:18:00,14,0,13:58:00
2,31-07-2020,4,12:03:00,25,1,12:43:00
1,25-05-2021,1,13:34:00,50,0,13:54:00
2,26-03-2020,3,16:00:00,18,0,16:40:00
2,07-03-2021,6,08:24:00,49,0,09:04:00
3,28-04-2021,2,11:06:00,67,0,11:26:00
1,09-08-2020,6,06:45:00,84,1,07:05:00
2,16-01-2021,5,11:28:00,81,0,12:08:00
1,06-05-2022,4,07:24:00,9,1,07:44:00
2,26-02-2021,4,14:19:00,43,1,14:59:00
1,30-08-2021,0,10:01:00,79,1,10:21:00
3,15-07-2022,4,20:21:00,58,0,20:41:00
3,09-04-2021,4,17:32:00,25,1,17:52:00
2,16-09-2022,4,19:39:00,98,1,20:19:00
2,26-02-2021,4,10:50:00,85,0,11:30:00
2,19-05-2022,3,14:40:00,18,1,15:20:00
2,05-01-2020,6,09:58:00,66,0,10:38:00
2,17-06-2021,3,15:14:00,61,0,15:54:00
1,12-01-2021,1,08:25:00,90,0,08:45:00
2,30-05-2020,5,19:17:00,13,1,05:17:00
3,07-01-2022,4,06:25:00,65,0,06:45:00
2,18-01-2020,5,19:02:00,102,1,19:42:00
2,25-11-2022,4,06:04:00,74,0,06:44:00
3,27-01-2022,3,14:26:00,13,1,14:46:00
1,27-06-2020,5,05:55:00,42,1,06:15:00
2,21-01-2020,1,14:06:00,78,1,14:46:00
2,20-11-2020,4,06:36:00,10,0,07:16:00
2,27-12-2022,1,10:35:00,8,1,11:15:00
3,28-05-2020,3,10:25:00,65,0,10:45:00
3,22-12-2022,3,13:52:00,21,0,14:12:00
1,22-01-2022,5,07:13:00,71,1,07:33:00
3,30-10-2020,4,09:15:00,80,0,09:35:00
2,15-11-2021,0,06:44:00,75,1,07:24:00
3,04-01-2021,0,18:51:00,23,1,19:11:00
2,23-05-2021,6,09:20:00,18,0,10:00:00
2,07-11-2021,6,07:29:00,82,0,08:09:00
3,28-07-2022,3,22:07:00,15,0,22:27:00
1,23-01-2021,5,07:20:00,78,1,07:40:00
3,16-12-2022,4,11:02:00,35,0,11:22:00
1,14-07-2021,2,13:38:00,122,0,13:58:00
2,25-06-2022,5,11:23:00,25,0,12:03:00
1,02-06-2022,3,11:40:00,34,0,12:00:00
3,09-08-2022,1,06:04:00,11,0,06:24:00
1,01-08-2020,5,06:17:00,97,1,06:37:00
1,09-01-2020,3,08:30:00,36,1,08:50:00
3,08-11-2021,0,08:22:00,8,1,08:42:00
1,25-04-2021,6,06:43:00,9,0,07:03:00
3,22-09-2020,1,17:27:00,39,0,17:47:00
1,16-11-2022,2,08:29:00,35,1,08:49:00
2,11-01-2021,0,16:36:00,11,0,17:16:00
2,01-07-2021,3,16:07:00,80,1,16:47:00
2,20-02-2021,5,16:50:00,85,0,17:30:00
3,26-01-2020,6,14:10:00,22,1,14:30:00
1,11-02-2020,1,19:42:00,8,0,20:02:00
2,22-01-2020,2,18:04:00,26,0,18:44:00
1,09-01-2020,3,08:22:00,80,1,08:42:00
2,16-09-2020,2,11:18:00,15,1,11:58:00
3,02-09-2022,4,11:21:00,46,1,11:41:00
1,03-10-2021,6,12:22:00,38,0,12:42:00
2,25-11-2022,4,10:38:00,14,0,11:18:00
2,21-01-2023,5,09:18:00,14,0,09:58:00
2,10-11-2022,3,13:28:00,81,1,14:08:00
3,24-02-2022,3,13:24:00,55,1,13:44:00
2,08-06-2021,1,16:42:00,71,1,17:22:00
